pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
yeast.S_pseudosimplitigs.k_14.d_3	yeast	pseudosimplitigs	14	3	155.72	14.71	118.84	85%	1726888	14280	0	155.727065
yeast.S_pseudosimplitigs.k_14.d_4	yeast	pseudosimplitigs	14	4	185.02	17.84	138.87	84%	1727400	8936	0	185.029917
yeast.S_pseudosimplitigs.k_14.d_5	yeast	pseudosimplitigs	14	5	474.25	32.86	408.61	93%	1957352	16120	0	474.257076
yeast.S_pseudosimplitigs.k_14.d_6	yeast	pseudosimplitigs	14	6	345.70	19.89	302.83	93%	2434456	10928	0	345.714761
yeast.S_pseudosimplitigs.k_14.d_7	yeast	pseudosimplitigs	14	7	473.63	19.65	431.31	95%	2434552	13960	0	473.634494
yeast.S_pseudosimplitigs.k_14.d_8	yeast	pseudosimplitigs	14	8	512.87	13.38	475.21	95%	2434436	6168	0	512.881652
yeast.S_pseudosimplitigs.k_14.d_9	yeast	pseudosimplitigs	14	9	450.87	21.27	407.50	95%	2434396	15184	0	450.878387
yeast.S_pseudosimplitigsAC.k_14.d_1	yeast	pseudosimplitigsAC	14	1	576.14	44.58	509.61	96%	28308064	8448	0	576.145679
yeast.S_pseudosimplitigsAC.k_14.d_10	yeast	pseudosimplitigsAC	14	10	454.64	14.87	429.63	97%	41992088	0	0	454.648598
yeast.S_pseudosimplitigsAC.k_14.d_11	yeast	pseudosimplitigsAC	14	11	464.63	18.54	435.88	97%	42037368	0	0	464.635094
yeast.S_pseudosimplitigsAC.k_14.d_12	yeast	pseudosimplitigsAC	14	12	439.35	13.05	416.05	97%	42063644	0	0	439.356047
yeast.S_pseudosimplitigsAC.k_14.d_2	yeast	pseudosimplitigsAC	14	2	523.45	75.25	416.62	93%	28296404	21384	0	523.46275
yeast.S_pseudosimplitigsAC.k_14.d_3	yeast	pseudosimplitigsAC	14	3	608.63	53.07	532.17	96%	28294344	10560	0	608.644363
yeast.S_pseudosimplitigsAC.k_14.d_4	yeast	pseudosimplitigsAC	14	4	764.43	94.40	639.68	96%	28343256	19792	0	764.436687
yeast.S_pseudosimplitigsAC.k_14.d_5	yeast	pseudosimplitigsAC	14	5	733.45	93.81	591.58	93%	28883004	43760	0	733.458761
yeast.S_pseudosimplitigsAC.k_14.d_6	yeast	pseudosimplitigsAC	14	6	1056.42	88.08	931.02	96%	31848056	23488	0	1056.428567
yeast.S_pseudosimplitigsAC.k_14.d_7	yeast	pseudosimplitigsAC	14	7	798.58	78.77	684.30	95%	31851528	27624	0	798.595278
yeast.S_pseudosimplitigsAC.k_14.d_8	yeast	pseudosimplitigsAC	14	8	818.77	124.85	657.12	95%	35835628	35464	0	818.780742
yeast.S_pseudosimplitigsAC.k_14.d_9	yeast	pseudosimplitigsAC	14	9	619.79	46.82	551.44	96%	38376392	18792	0	619.798149
yeast.S_pseudosimplitigs.k_15.d_1	yeast	pseudosimplitigs	15	1	73.47	0.89	60.57	83%	1844940	0	0	73.474868
yeast.S_pseudosimplitigs.k_15.d_10	yeast	pseudosimplitigs	15	10	1834.08	78.23	1693.86	96%	3211952	51376	0	1834.085826
yeast.S_pseudosimplitigs.k_15.d_11	yeast	pseudosimplitigs	15	11	1819.88	48.03	1725.36	97%	3211856	30024	0	1819.965777
yeast.S_pseudosimplitigs.k_15.d_12	yeast	pseudosimplitigs	15	12	3533.34	105.34	3341.50	97%	3211556	45728	0	3533.34735
yeast.S_pseudosimplitigs.k_15.d_2	yeast	pseudosimplitigs	15	2	128.78	6.52	102.12	84%	1844880	2224	0	128.794273
yeast.S_pseudosimplitigs.k_15.d_3	yeast	pseudosimplitigs	15	3	113.70	14.99	76.60	80%	1841888	17040	0	113.710733
yeast.S_pseudosimplitigs.k_15.d_4	yeast	pseudosimplitigs	15	4	97.05	0.90	82.55	85%	1844940	0	0	97.061243
yeast.S_pseudosimplitigs.k_15.d_5	yeast	pseudosimplitigs	15	5	484.53	30.30	420.46	93%	1841912	14016	0	484.542181
yeast.S_pseudosimplitigs.k_15.d_6	yeast	pseudosimplitigs	15	6	1399.78	71.64	1253.86	94%	3211720	63488	0	1399.790014
yeast.S_pseudosimplitigs.k_15.d_7	yeast	pseudosimplitigs	15	7	728.69	20.45	683.57	96%	3211908	17360	0	728.706938
yeast.S_pseudosimplitigs.k_15.d_8	yeast	pseudosimplitigs	15	8	1508.41	55.54	1406.52	96%	3211892	53528	0	1508.417728
yeast.S_pseudosimplitigs.k_15.d_9	yeast	pseudosimplitigs	15	9	1969.82	57.88	1855.46	97%	3211976	27376	0	1969.834519
yeast.S_pseudosimplitigsAC.k_15.d_1	yeast	pseudosimplitigsAC	15	1	414.51	45.77	347.96	94%	33570252	32784	0	414.518369
yeast.S_pseudosimplitigsAC.k_15.d_10	yeast	pseudosimplitigsAC	15	10	934.90	20.28	903.80	98%	42854008	0	0	934.9085
yeast.S_pseudosimplitigsAC.k_15.d_11	yeast	pseudosimplitigsAC	15	11	1008.64	25.31	970.71	98%	42853900	0	0	1008.649801
yeast.S_pseudosimplitigsAC.k_15.d_12	yeast	pseudosimplitigsAC	15	12	1081.42	57.81	1012.50	98%	43632828	0	0	1081.425638
yeast.S_pseudosimplitigsAC.k_15.d_2	yeast	pseudosimplitigsAC	15	2	611.80	80.82	481.19	91%	33573804	67248	0	611.819012
yeast.S_pseudosimplitigsAC.k_15.d_3	yeast	pseudosimplitigsAC	15	3	967.38	100.66	827.43	95%	33561180	29624	0	967.395126
yeast.S_pseudosimplitigsAC.k_15.d_4	yeast	pseudosimplitigsAC	15	4	651.31	71.69	556.20	96%	33556992	8952	0	651.319047
yeast.S_pseudosimplitigsAC.k_15.d_5	yeast	pseudosimplitigsAC	15	5	836.89	66.13	738.85	96%	33632288	20128	0	836.905347
yeast.S_pseudosimplitigsAC.k_15.d_6	yeast	pseudosimplitigsAC	15	6	889.80	72.06	794.02	97%	35307956	52080	0	889.816071
yeast.S_pseudosimplitigsAC.k_15.d_7	yeast	pseudosimplitigsAC	15	7	1054.51	123.53	810.77	88%	36950360	106408	0	1054.521472
yeast.S_pseudosimplitigsAC.k_15.d_8	yeast	pseudosimplitigsAC	15	8	919.30	18.51	890.09	98%	36953856	0	0	919.306349
yeast.S_pseudosimplitigsAC.k_15.d_9	yeast	pseudosimplitigsAC	15	9	1901.26	497.50	1148.10	86%	37145884	403272	0	1901.273828
yeast.S_pseudosimplitigs.k_16.d_1	yeast	pseudosimplitigs	16	1	114.08	2.18	98.83	88%	2770180	0	0	114.09189
yeast.S_pseudosimplitigs.k_16.d_10	yeast	pseudosimplitigs	16	10	1485.91	64.63	1371.37	96%	3524596	26464	0	1485.920652
yeast.S_pseudosimplitigs.k_16.d_11	yeast	pseudosimplitigs	16	11	2284.53	91.79	2125.17	97%	3523540	47584	0	2284.538224
yeast.S_pseudosimplitigs.k_16.d_12	yeast	pseudosimplitigs	16	12	3984.22	185.90	3666.76	96%	3524112	87496	0	3984.229121
yeast.S_pseudosimplitigs.k_16.d_2	yeast	pseudosimplitigs	16	2	144.71	10.71	114.44	86%	2769976	1784	0	144.719346
yeast.S_pseudosimplitigs.k_16.d_3	yeast	pseudosimplitigs	16	3	127.49	5.36	106.18	87%	2769956	816	0	127.49809
yeast.S_pseudosimplitigs.k_16.d_4	yeast	pseudosimplitigs	16	4	164.77	14.56	121.88	82%	2767640	8832	0	164.775632
yeast.S_pseudosimplitigs.k_16.d_5	yeast	pseudosimplitigs	16	5	138.59	5.13	105.64	79%	2770216	224	0	138.599643
yeast.S_pseudosimplitigs.k_16.d_6	yeast	pseudosimplitigs	16	6	236.74	13.16	202.08	90%	2770204	3896	0	236.747626
yeast.S_pseudosimplitigs.k_16.d_7	yeast	pseudosimplitigs	16	7	734.21	34.69	664.63	95%	3315260	26880	0	734.218262
yeast.S_pseudosimplitigs.k_16.d_8	yeast	pseudosimplitigs	16	8	1469.01	76.26	1344.83	96%	3524656	38216	0	1469.016833
yeast.S_pseudosimplitigs.k_16.d_9	yeast	pseudosimplitigs	16	9	1452.13	62.24	1339.45	96%	3523340	24744	0	1452.14307
yeast.S_pseudosimplitigsAC.k_16.d_1	yeast	pseudosimplitigsAC	16	1	731.73	104.61	586.41	94%	38857828	30576	0	731.743117
yeast.S_pseudosimplitigsAC.k_16.d_10	yeast	pseudosimplitigsAC	16	10	943.22	52.51	879.44	98%	41671832	0	0	943.227586
yeast.S_pseudosimplitigsAC.k_16.d_11	yeast	pseudosimplitigsAC	16	11	857.71	21.49	823.45	98%	44897948	16	0	857.717447
yeast.S_pseudosimplitigsAC.k_16.d_12	yeast	pseudosimplitigsAC	16	12	838.85	22.93	803.48	98%	46219180	0	0	838.857397
yeast.S_pseudosimplitigsAC.k_16.d_2	yeast	pseudosimplitigsAC	16	2	399.71	18.42	369.38	97%	38854904	0	0	399.718806
yeast.S_pseudosimplitigsAC.k_16.d_3	yeast	pseudosimplitigsAC	16	3	361.69	12.22	338.73	97%	38866336	0	0	361.694139
yeast.S_pseudosimplitigsAC.k_16.d_4	yeast	pseudosimplitigsAC	16	4	360.69	12.45	337.77	97%	38858396	0	0	360.694679
yeast.S_pseudosimplitigsAC.k_16.d_5	yeast	pseudosimplitigsAC	16	5	393.96	13.94	367.70	96%	38862308	0	0	393.968163
yeast.S_pseudosimplitigsAC.k_16.d_6	yeast	pseudosimplitigsAC	16	6	634.61	65.62	538.18	95%	38975684	53160	0	634.616659
yeast.S_pseudosimplitigsAC.k_16.d_7	yeast	pseudosimplitigsAC	16	7	472.24	18.27	443.35	97%	39523120	0	0	472.253817
yeast.S_pseudosimplitigsAC.k_16.d_8	yeast	pseudosimplitigsAC	16	8	615.07	16.85	585.58	97%	41671836	0	0	615.079879
yeast.S_pseudosimplitigsAC.k_16.d_9	yeast	pseudosimplitigsAC	16	9	884.40	47.99	825.14	98%	41671796	0	0	884.41335
yeast.S_pseudosimplitigs.k_17.d_1	yeast	pseudosimplitigs	17	1	155.32	8.43	122.67	84%	2787296	1752	0	155.330621
yeast.S_pseudosimplitigs.k_17.d_10	yeast	pseudosimplitigs	17	10	5538.42	277.66	5103.05	97%	3493096	147528	0	5538.429473
yeast.S_pseudosimplitigs.k_17.d_11	yeast	pseudosimplitigs	17	11	4732.74	190.21	4418.16	97%	3494080	130536	0	4732.75521
yeast.S_pseudosimplitigs.k_17.d_12	yeast	pseudosimplitigs	17	12	5332.05	207.56	4974.92	97%	3494008	110032	0	5332.059158
yeast.S_pseudosimplitigs.k_17.d_2	yeast	pseudosimplitigs	17	2	176.87	19.71	134.03	86%	2784776	9376	0	176.890083
yeast.S_pseudosimplitigs.k_17.d_3	yeast	pseudosimplitigs	17	3	127.33	5.23	105.01	86%	2787300	3264	0	127.344333
yeast.S_pseudosimplitigs.k_17.d_4	yeast	pseudosimplitigs	17	4	170.53	13.94	136.06	87%	2787296	7032	0	170.546322
yeast.S_pseudosimplitigs.k_17.d_5	yeast	pseudosimplitigs	17	5	112.37	1.66	91.21	82%	2787344	2480	0	112.383636
yeast.S_pseudosimplitigs.k_17.d_6	yeast	pseudosimplitigs	17	6	125.87	4.68	106.09	88%	2787360	4304	0	125.874833
yeast.S_pseudosimplitigs.k_17.d_7	yeast	pseudosimplitigs	17	7	569.98	20.65	525.51	95%	2787360	15024	0	569.986871
yeast.S_pseudosimplitigs.k_17.d_8	yeast	pseudosimplitigs	17	8	2970.19	102.64	2793.35	97%	2787360	57088	0	2970.201779
yeast.S_pseudosimplitigs.k_17.d_9	yeast	pseudosimplitigs	17	9	4475.99	202.86	4157.86	97%	3494208	96568	0	4475.995344
yeast.S_pseudosimplitigsAC.k_17.d_1	yeast	pseudosimplitigsAC	17	1	503.20	39.58	452.67	97%	42477216	0	0	503.21171
yeast.S_pseudosimplitigsAC.k_17.d_10	yeast	pseudosimplitigsAC	17	10	930.21	18.36	900.63	98%	45131372	0	0	930.220852
yeast.S_pseudosimplitigsAC.k_17.d_11	yeast	pseudosimplitigsAC	17	11	1079.28	47.74	1018.33	98%	45131372	0	0	1079.288745
yeast.S_pseudosimplitigsAC.k_17.d_12	yeast	pseudosimplitigsAC	17	12	907.73	19.53	876.99	98%	50828096	0	0	907.740557
yeast.S_pseudosimplitigsAC.k_17.d_2	yeast	pseudosimplitigsAC	17	2	378.54	13.97	353.97	97%	42471496	0	0	378.549125
yeast.S_pseudosimplitigsAC.k_17.d_3	yeast	pseudosimplitigsAC	17	3	627.59	48.69	552.28	95%	42474588	11680	0	627.599485
yeast.S_pseudosimplitigsAC.k_17.d_4	yeast	pseudosimplitigsAC	17	4	393.21	12.93	368.50	97%	42469392	0	0	393.219597
yeast.S_pseudosimplitigsAC.k_17.d_5	yeast	pseudosimplitigsAC	17	5	486.83	37.31	438.53	97%	42476616	0	0	486.83763
yeast.S_pseudosimplitigsAC.k_17.d_6	yeast	pseudosimplitigsAC	17	6	434.41	20.43	401.45	97%	42467416	0	0	434.42276
yeast.S_pseudosimplitigsAC.k_17.d_7	yeast	pseudosimplitigsAC	17	7	573.82	13.79	549.34	98%	42561492	0	0	573.825182
yeast.S_pseudosimplitigsAC.k_17.d_8	yeast	pseudosimplitigsAC	17	8	888.83	21.05	856.20	98%	43168012	0	0	888.84033
yeast.S_pseudosimplitigsAC.k_17.d_9	yeast	pseudosimplitigsAC	17	9	868.68	19.45	838.15	98%	43167864	0	0	868.692442
yeast.S_pseudosimplitigs.k_18.d_1	yeast	pseudosimplitigs	18	1	131.93	7.13	109.54	88%	2628620	2256	0	131.937012
yeast.S_pseudosimplitigs.k_18.d_10	yeast	pseudosimplitigs	18	10	596.26	20.40	550.94	95%	3856808	14320	0	596.265543
yeast.S_pseudosimplitigs.k_18.d_11	yeast	pseudosimplitigs	18	11	2500.78	114.69	2301.70	96%	3853156	54344	0	2500.790663
yeast.S_pseudosimplitigs.k_18.d_12	yeast	pseudosimplitigs	18	12	3796.39	210.56	3447.42	96%	3852484	107120	0	3796.404278
yeast.S_pseudosimplitigs.k_18.d_2	yeast	pseudosimplitigs	18	2	85.25	0.91	71.39	84%	2628684	920	0	85.263315
yeast.S_pseudosimplitigs.k_18.d_3	yeast	pseudosimplitigs	18	3	101.25	1.14	81.36	81%	2628684	0	0	101.259192
yeast.S_pseudosimplitigs.k_18.d_4	yeast	pseudosimplitigs	18	4	146.39	5.46	123.20	87%	2626912	1288	0	146.399674
yeast.S_pseudosimplitigs.k_18.d_5	yeast	pseudosimplitigs	18	5	97.46	1.71	83.31	87%	2628684	0	0	97.472573
yeast.S_pseudosimplitigs.k_18.d_6	yeast	pseudosimplitigs	18	6	101.96	1.26	88.03	87%	2628684	0	0	101.972148
yeast.S_pseudosimplitigs.k_18.d_7	yeast	pseudosimplitigs	18	7	140.00	2.25	109.03	79%	2628632	0	0	140.006924
yeast.S_pseudosimplitigs.k_18.d_8	yeast	pseudosimplitigs	18	8	263.29	18.34	207.50	85%	2628632	11992	0	263.304455
yeast.S_pseudosimplitigs.k_18.d_9	yeast	pseudosimplitigs	18	9	491.94	40.17	418.68	93%	3854996	22760	0	491.948384
yeast.S_pseudosimplitigsAC.k_18.d_1	yeast	pseudosimplitigsAC	18	1	548.91	42.70	493.85	97%	46630392	0	0	548.920651
yeast.S_pseudosimplitigsAC.k_18.d_10	yeast	pseudosimplitigsAC	18	10	1010.27	20.65	978.36	98%	48386320	0	0	1010.282507
yeast.S_pseudosimplitigsAC.k_18.d_11	yeast	pseudosimplitigsAC	18	11	1143.72	40.88	1089.51	98%	48386448	0	0	1143.723335
yeast.S_pseudosimplitigsAC.k_18.d_12	yeast	pseudosimplitigsAC	18	12	1069.55	24.50	1031.84	98%	48386356	0	0	1069.561964
yeast.S_pseudosimplitigsAC.k_18.d_2	yeast	pseudosimplitigsAC	18	2	438.60	19.09	406.94	97%	46637628	0	0	438.607552
yeast.S_pseudosimplitigsAC.k_18.d_3	yeast	pseudosimplitigsAC	18	3	418.84	15.96	390.60	97%	46632412	0	0	418.848093
yeast.S_pseudosimplitigsAC.k_18.d_4	yeast	pseudosimplitigsAC	18	4	421.27	16.42	392.45	97%	46632412	0	0	421.27603
yeast.S_pseudosimplitigsAC.k_18.d_5	yeast	pseudosimplitigsAC	18	5	434.77	14.52	409.24	97%	46636536	128	0	434.78163
yeast.S_pseudosimplitigsAC.k_18.d_6	yeast	pseudosimplitigsAC	18	6	580.82	50.89	518.97	98%	46639500	0	0	580.828748
yeast.S_pseudosimplitigsAC.k_18.d_7	yeast	pseudosimplitigsAC	18	7	456.77	21.00	423.20	97%	46649884	0	0	456.780182
yeast.S_pseudosimplitigsAC.k_18.d_8	yeast	pseudosimplitigsAC	18	8	700.88	19.95	669.62	98%	46715436	0	0	700.884967
yeast.S_pseudosimplitigsAC.k_18.d_9	yeast	pseudosimplitigsAC	18	9	1099.41	27.31	1059.05	98%	46968088	0	0	1099.421989
yeast.S_pseudosimplitigs.k_19.d_1	yeast	pseudosimplitigs	19	1	138.78	17.60	100.52	85%	2630304	8144	0	138.791465
yeast.S_pseudosimplitigs.k_19.d_10	yeast	pseudosimplitigs	19	10	1894.61	88.91	1740.68	96%	3027272	37912	0	1894.61809
yeast.S_pseudosimplitigs.k_19.d_11	yeast	pseudosimplitigs	19	11	2418.90	78.09	2278.14	97%	3142248	33880	0	2418.91826
yeast.S_pseudosimplitigs.k_19.d_12	yeast	pseudosimplitigs	19	12	4687.09	149.26	4433.01	97%	3142268	65536	0	4687.095221
yeast.S_pseudosimplitigs.k_19.d_2	yeast	pseudosimplitigs	19	2	147.48	14.37	112.23	85%	2630388	6704	0	147.494656
yeast.S_pseudosimplitigs.k_19.d_3	yeast	pseudosimplitigs	19	3	169.50	17.28	123.57	83%	2628832	6952	0	169.506512
yeast.S_pseudosimplitigs.k_19.d_4	yeast	pseudosimplitigs	19	4	97.20	1.23	82.40	86%	2632356	0	0	97.20708
yeast.S_pseudosimplitigs.k_19.d_5	yeast	pseudosimplitigs	19	5	188.12	21.96	139.90	86%	2629728	15528	0	188.131612
yeast.S_pseudosimplitigs.k_19.d_6	yeast	pseudosimplitigs	19	6	195.24	23.27	149.42	88%	2628880	14040	0	195.255266
yeast.S_pseudosimplitigs.k_19.d_7	yeast	pseudosimplitigs	19	7	150.70	5.04	113.96	78%	2632356	2888	0	150.712694
yeast.S_pseudosimplitigs.k_19.d_8	yeast	pseudosimplitigs	19	8	302.97	30.61	239.21	89%	2629768	12456	0	302.98159
yeast.S_pseudosimplitigs.k_19.d_9	yeast	pseudosimplitigs	19	9	396.74	20.00	350.83	93%	2692872	19096	0	396.749773
yeast.S_pseudosimplitigsAC.k_19.d_1	yeast	pseudosimplitigsAC	19	1	423.79	16.83	396.09	97%	50020356	0	0	423.796169
yeast.S_pseudosimplitigsAC.k_19.d_10	yeast	pseudosimplitigsAC	19	10	833.52	70.28	738.26	97%	52246956	16688	0	833.525984
yeast.S_pseudosimplitigsAC.k_19.d_11	yeast	pseudosimplitigsAC	19	11	735.21	27.54	694.73	98%	52249076	0	0	735.22334
yeast.S_pseudosimplitigsAC.k_19.d_12	yeast	pseudosimplitigsAC	19	12	778.83	35.56	730.13	98%	52249016	0	0	778.836793
yeast.S_pseudosimplitigsAC.k_19.d_2	yeast	pseudosimplitigsAC	19	2	434.58	17.15	406.68	97%	50020356	0	0	434.592945
yeast.S_pseudosimplitigsAC.k_19.d_3	yeast	pseudosimplitigsAC	19	3	472.82	24.13	434.51	97%	50022424	0	0	472.831158
yeast.S_pseudosimplitigsAC.k_19.d_4	yeast	pseudosimplitigsAC	19	4	426.72	16.33	399.51	97%	50024848	0	0	426.733394
yeast.S_pseudosimplitigsAC.k_19.d_5	yeast	pseudosimplitigsAC	19	5	440.57	15.81	413.71	97%	50024860	0	0	440.582667
yeast.S_pseudosimplitigsAC.k_19.d_6	yeast	pseudosimplitigsAC	19	6	450.43	20.13	417.76	97%	50025904	0	0	450.439858
yeast.S_pseudosimplitigsAC.k_19.d_7	yeast	pseudosimplitigsAC	19	7	464.69	18.88	433.13	97%	50024452	0	0	464.698076
yeast.S_pseudosimplitigsAC.k_19.d_8	yeast	pseudosimplitigsAC	19	8	557.25	44.23	501.88	98%	50022372	0	0	557.256414
yeast.S_pseudosimplitigsAC.k_19.d_9	yeast	pseudosimplitigsAC	19	9	485.03	15.32	457.58	97%	50066100	0	0	485.042314
yeast.S_pseudosimplitigs.k_20.d_1	yeast	pseudosimplitigs	20	1	124.32	8.18	95.62	83%	2798692	6368	0	124.3268
yeast.S_pseudosimplitigs.k_20.d_10	yeast	pseudosimplitigs	20	10	739.92	50.03	647.30	94%	2800596	23304	0	739.925739
yeast.S_pseudosimplitigs.k_20.d_11	yeast	pseudosimplitigs	20	11	1931.65	56.65	1827.68	97%	2800588	15400	0	1931.663257
yeast.S_pseudosimplitigs.k_20.d_12	yeast	pseudosimplitigs	20	12	4972.56	306.62	4477.93	96%	3377656	157696	0	4972.567206
yeast.S_pseudosimplitigs.k_20.d_2	yeast	pseudosimplitigs	20	2	101.52	1.35	87.26	87%	2800648	0	0	101.528817
yeast.S_pseudosimplitigs.k_20.d_3	yeast	pseudosimplitigs	20	3	134.96	17.62	94.90	83%	2798592	11352	0	134.973857
yeast.S_pseudosimplitigs.k_20.d_4	yeast	pseudosimplitigs	20	4	161.88	16.08	123.98	86%	2796780	9520	0	161.887632
yeast.S_pseudosimplitigs.k_20.d_5	yeast	pseudosimplitigs	20	5	166.83	18.57	124.08	85%	2798160	9888	0	166.836941
yeast.S_pseudosimplitigs.k_20.d_6	yeast	pseudosimplitigs	20	6	133.12	5.88	111.46	88%	2800588	1880	0	133.132916
yeast.S_pseudosimplitigs.k_20.d_7	yeast	pseudosimplitigs	20	7	114.39	1.83	92.38	82%	2800648	0	0	114.404706
yeast.S_pseudosimplitigs.k_20.d_8	yeast	pseudosimplitigs	20	8	161.87	5.25	129.92	83%	2800648	1192	0	161.875106
yeast.S_pseudosimplitigs.k_20.d_9	yeast	pseudosimplitigs	20	9	437.66	44.07	356.74	91%	2796716	27456	0	437.671683
yeast.S_pseudosimplitigsAC.k_20.d_1	yeast	pseudosimplitigsAC	20	1	456.55	19.59	426.09	97%	53393632	0	0	456.56353
yeast.S_pseudosimplitigsAC.k_20.d_10	yeast	pseudosimplitigsAC	20	10	535.58	18.00	505.34	97%	53413104	0	0	535.590661
yeast.S_pseudosimplitigsAC.k_20.d_11	yeast	pseudosimplitigsAC	20	11	587.72	19.61	557.10	98%	53953112	0	0	587.733822
yeast.S_pseudosimplitigsAC.k_20.d_12	yeast	pseudosimplitigsAC	20	12	649.84	20.65	618.17	98%	55732372	128	0	649.843335
yeast.S_pseudosimplitigsAC.k_20.d_2	yeast	pseudosimplitigsAC	20	2	440.63	16.35	413.43	97%	53388308	0	0	440.641088
yeast.S_pseudosimplitigsAC.k_20.d_3	yeast	pseudosimplitigsAC	20	3	558.22	41.48	505.64	98%	53387472	8	0	558.23409
yeast.S_pseudosimplitigsAC.k_20.d_4	yeast	pseudosimplitigsAC	20	4	459.42	18.88	428.08	97%	53388280	0	0	459.430602
yeast.S_pseudosimplitigsAC.k_20.d_5	yeast	pseudosimplitigsAC	20	5	460.27	17.61	430.20	97%	53399524	0	0	460.274935
yeast.S_pseudosimplitigsAC.k_20.d_6	yeast	pseudosimplitigsAC	20	6	605.18	51.10	541.35	97%	53395388	8	0	605.192272
yeast.S_pseudosimplitigsAC.k_20.d_7	yeast	pseudosimplitigsAC	20	7	472.25	18.39	441.50	97%	53390316	0	0	472.264004
yeast.S_pseudosimplitigsAC.k_20.d_8	yeast	pseudosimplitigsAC	20	8	467.26	19.01	435.80	97%	53386260	0	0	467.269961
yeast.S_pseudosimplitigsAC.k_20.d_9	yeast	pseudosimplitigsAC	20	9	477.69	18.96	446.05	97%	53397592	0	0	477.700289
yeast.S_pseudosimplitigs.k_21.d_1	yeast	pseudosimplitigs	21	1	99.59	1.68	83.19	85%	2802420	0	0	99.604644
yeast.S_pseudosimplitigs.k_21.d_10	yeast	pseudosimplitigs	21	10	630.30	47.93	544.90	94%	2802420	25824	0	630.303572
yeast.S_pseudosimplitigs.k_21.d_11	yeast	pseudosimplitigs	21	11	1743.54	94.37	1568.37	95%	2798444	79776	0	1743.554379
yeast.S_pseudosimplitigs.k_21.d_12	yeast	pseudosimplitigs	21	12	7784.41	416.72	7131.50	96%	3520512	208528	0	7784.419685
yeast.S_pseudosimplitigs.k_21.d_2	yeast	pseudosimplitigs	21	2	128.57	8.82	99.63	84%	2800476	6296	0	128.575948
yeast.S_pseudosimplitigs.k_21.d_3	yeast	pseudosimplitigs	21	3	97.49	1.27	81.48	84%	2802472	0	0	97.499261
yeast.S_pseudosimplitigs.k_21.d_4	yeast	pseudosimplitigs	21	4	96.33	1.19	80.10	84%	2802456	0	0	96.336835
yeast.S_pseudosimplitigs.k_21.d_5	yeast	pseudosimplitigs	21	5	134.84	2.56	99.94	76%	2802420	128	0	134.85441
yeast.S_pseudosimplitigs.k_21.d_6	yeast	pseudosimplitigs	21	6	152.00	9.95	115.78	82%	2798416	4976	0	152.011952
yeast.S_pseudosimplitigs.k_21.d_7	yeast	pseudosimplitigs	21	7	168.07	17.23	124.70	84%	2798412	16632	0	168.078109
yeast.S_pseudosimplitigs.k_21.d_8	yeast	pseudosimplitigs	21	8	127.18	4.70	106.77	87%	2802456	2760	0	127.187273
yeast.S_pseudosimplitigs.k_21.d_9	yeast	pseudosimplitigs	21	9	315.23	23.60	260.28	90%	2800012	14464	0	315.246059
yeast.S_pseudosimplitigsAC.k_21.d_1	yeast	pseudosimplitigsAC	21	1	608.45	54.72	541.80	98%	56749244	128	0	608.460324
yeast.S_pseudosimplitigsAC.k_21.d_10	yeast	pseudosimplitigsAC	21	10	485.27	20.17	452.67	97%	56748388	0	0	485.278304
yeast.S_pseudosimplitigsAC.k_21.d_11	yeast	pseudosimplitigsAC	21	11	586.50	19.57	554.27	97%	56766516	0	0	586.505223
yeast.S_pseudosimplitigsAC.k_21.d_12	yeast	pseudosimplitigsAC	21	12	1024.44	21.71	991.30	98%	57348104	0	0	1024.449071
yeast.S_pseudosimplitigsAC.k_21.d_2	yeast	pseudosimplitigsAC	21	2	473.87	20.34	440.72	97%	56757068	0	0	473.878596
yeast.S_pseudosimplitigsAC.k_21.d_3	yeast	pseudosimplitigsAC	21	3	514.97	30.08	472.23	97%	56747776	0	0	514.98238
yeast.S_pseudosimplitigsAC.k_21.d_4	yeast	pseudosimplitigsAC	21	4	475.01	19.69	443.69	97%	56747752	0	0	475.016147
yeast.S_pseudosimplitigsAC.k_21.d_5	yeast	pseudosimplitigsAC	21	5	475.24	18.87	443.74	97%	56747808	0	0	475.251954
yeast.S_pseudosimplitigsAC.k_21.d_6	yeast	pseudosimplitigsAC	21	6	464.78	15.77	437.89	97%	56751904	0	0	464.791985
yeast.S_pseudosimplitigsAC.k_21.d_7	yeast	pseudosimplitigsAC	21	7	666.03	67.15	587.08	98%	56749204	0	0	666.042394
yeast.S_pseudosimplitigsAC.k_21.d_8	yeast	pseudosimplitigsAC	21	8	577.64	47.58	518.55	98%	56751220	0	0	577.648808
yeast.S_pseudosimplitigsAC.k_21.d_9	yeast	pseudosimplitigsAC	21	9	508.59	21.34	475.66	97%	56754724	0	0	508.597459
